timestep model similarity
80 UNetMidBlock2DCrossAttn 0.96435546875
80 UpBlock2D 0.99658203125
80 UpBlock2D 0.986328125
80 UpBlock2D 0.98095703125
80 CrossAttnUpBlock2D 0.994140625
80 CrossAttnUpBlock2D 0.9931640625
80 CrossAttnUpBlock2D 0.99267578125
80 CrossAttnUpBlock2D 0.99951171875
80 CrossAttnUpBlock2D 0.99853515625
80 CrossAttnUpBlock2D 0.99658203125
80 CrossAttnUpBlock2D 0.99951171875
80 CrossAttnUpBlock2D 0.9990234375
80 CrossAttnUpBlock2D 0.998046875
60 UNetMidBlock2DCrossAttn 0.96826171875
60 UpBlock2D 0.9970703125
60 UpBlock2D 0.98779296875
60 UpBlock2D 0.9833984375
60 CrossAttnUpBlock2D 0.9951171875
60 CrossAttnUpBlock2D 0.99365234375
60 CrossAttnUpBlock2D 0.99365234375
60 CrossAttnUpBlock2D 0.99951171875
60 CrossAttnUpBlock2D 0.99853515625
60 CrossAttnUpBlock2D 0.99658203125
60 CrossAttnUpBlock2D 0.99951171875
60 CrossAttnUpBlock2D 0.9990234375
60 CrossAttnUpBlock2D 0.998046875
40 UNetMidBlock2DCrossAttn 0.9716796875
40 UpBlock2D 0.9970703125
40 UpBlock2D 0.9892578125
40 UpBlock2D 0.98583984375
40 CrossAttnUpBlock2D 0.99609375
40 CrossAttnUpBlock2D 0.994140625
40 CrossAttnUpBlock2D 0.99462890625
40 CrossAttnUpBlock2D 0.99951171875
40 CrossAttnUpBlock2D 0.99853515625
40 CrossAttnUpBlock2D 0.9970703125
40 CrossAttnUpBlock2D 0.99951171875
40 CrossAttnUpBlock2D 0.99951171875
40 CrossAttnUpBlock2D 0.998046875
20 UNetMidBlock2DCrossAttn 0.97607421875
20 UpBlock2D 0.99755859375
20 UpBlock2D 0.9912109375
20 UpBlock2D 0.98828125
20 CrossAttnUpBlock2D 0.99658203125
20 CrossAttnUpBlock2D 0.99462890625
20 CrossAttnUpBlock2D 0.9951171875
20 CrossAttnUpBlock2D 0.99951171875
20 CrossAttnUpBlock2D 0.9990234375
20 CrossAttnUpBlock2D 0.9970703125
20 CrossAttnUpBlock2D 0.99951171875
